x	I	R	a	n	L	aE
45.5122	8.5719e+013	0.00789633	8.5719e+013	0.881545	0.00302138	2.33545e+015
45.4553	8.53846e+013	0.00784676	8.53846e+013	0.881896	0.00300223	2.32925e+015
45.3985	8.50809e+013	0.00779756	8.50809e+013	0.882247	0.00298426	2.32387e+015
45.3419	8.47453e+013	0.0077488	8.47453e+013	0.882595	0.00296527	2.31759e+015
45.2854	8.44562e+013	0.00770046	8.44562e+013	0.882942	0.002948	2.31257e+015
45.2291	8.41352e+013	0.00765249	8.41352e+013	0.883287	0.00292971	2.30665e+015
45.1729	8.38294e+013	0.00760496	8.38294e+013	0.88363	0.00291203	2.30112e+015
45.1169	8.3523e+013	0.00755778	8.3523e+013	0.883972	0.00289443	2.29556e+015
45.061	8.32318e+013	0.00751103	8.32318e+013	0.884312	0.00287745	2.2904e+015
45.0052	8.29086e+013	0.00746467	8.29086e+013	0.88465	0.00285944	2.28433e+015
44.9496	8.26164e+013	0.00741863	8.26164e+013	0.884987	0.00284259	2.27909e+015
44.8941	8.23236e+013	0.00737303	8.23236e+013	0.885322	0.00282581	2.27382e+015
44.8387	8.20303e+013	0.00732775	8.20303e+013	0.885656	0.0028091	2.26852e+015
44.7835	8.17365e+013	0.00728287	8.17365e+013	0.885988	0.00279245	2.26318e+015
44.7284	8.1458e+013	0.00723834	8.1458e+013	0.886318	0.0027764	2.25825e+015
44.6735	8.11632e+013	0.00719423	8.11632e+013	0.886647	0.00275988	2.25284e+015
44.6187	8.08836e+013	0.0071504	8.08836e+013	0.886974	0.00274396	2.24784e+015
44.564	8.05877e+013	0.00710699	8.05877e+013	0.887299	0.00272757	2.24237e+015
44.5094	8.03072e+013	0.0070639	8.03072e+013	0.887624	0.00271178	2.2373e+015
44.455	8.00261e+013	0.00702111	8.00261e+013	0.887946	0.00269604	2.2322e+015
44.4008	7.97605e+013	0.00697872	7.97605e+013	0.888267	0.0026809	2.22751e+015
44.3466	7.94784e+013	0.00693667	7.94784e+013	0.888587	0.00266528	2.22234e+015
44.2926	7.92117e+013	0.00689494	7.92117e+013	0.888905	0.00265026	2.21758e+015
44.2387	7.89127e+013	0.00685356	7.89127e+013	0.889221	0.00263423	2.2119e+015
44.185	7.8661e+013	0.00681249	7.8661e+013	0.889536	0.00261985	2.20753e+015
44.1313	7.83928e+013	0.00677175	7.83928e+013	0.88985	0.00260499	2.20268e+015
44.0778	7.81082e+013	0.00673136	7.81082e+013	0.890162	0.00258966	2.19734e+015
44.0245	7.7855e+013	0.00669126	7.7855e+013	0.890473	0.00257545	2.19288e+015
43.9712	7.75854e+013	0.00665144	7.75854e+013	0.890782	0.00256075	2.18793e+015
43.9181	7.73313e+013	0.00661199	7.73313e+013	0.89109	0.00254664	2.1834e+015
43.8652	7.70767e+013	0.0065728	7.70767e+013	0.891397	0.00253258	2.17884e+015
43.8123	7.68056e+013	0.00653397	7.68056e+013	0.891702	0.00251805	2.17379e+015
43.7596	7.655e+013	0.00649542	7.655e+013	0.892005	0.00250409	2.16917e+015
43.707	7.6294e+013	0.00645717	7.6294e+013	0.892308	0.00249018	2.16452e+015
43.6545	7.60375e+013	0.00641922	7.60375e+013	0.892608	0.00247633	2.15983e+015
43.6022	7.57643e+013	0.00638155	7.57643e+013	0.892908	0.00246199	2.15466e+015
43.55	7.5523e+013	0.00634417	7.5523e+013	0.893206	0.00244876	2.15037e+015
43.4979	7.5265e+013	0.00630709	7.5265e+013	0.893503	0.00243504	2.14559e+015
43.4459	7.50227e+013	0.00627031	7.50227e+013	0.893798	0.0024219	2.14124e+015
43.3941	7.478e+013	0.00623379	7.478e+013	0.894093	0.00240881	2.13686e+015
43.3423	7.45205e+013	0.00619757	7.45205e+013	0.894385	0.00239523	2.13199e+015
43.2907	7.42931e+013	0.00616161	7.42931e+013	0.894677	0.00238275	2.12802e+015
43.2393	7.40327e+013	0.00612593	7.40327e+013	0.894967	0.00236927	2.12308e+015
43.1879	7.38206e+013	0.00609054	7.38206e+013	0.895256	0.00235739	2.11952e+015
43.1367	7.35592e+013	0.00605537	7.35592e+013	0.895544	0.002344	2.11452e+015
43.0856	7.33299e+013	0.00602052	7.33299e+013	0.89583	0.00233169	2.11043e+015
43.0346	7.30839e+013	0.0059859	7.30839e+013	0.896115	0.0023189	2.10584e+015
42.9837	7.28374e+013	0.00595157	7.28374e+013	0.896399	0.00230615	2.10123e+015
42.933	7.26231e+013	0.00591746	7.26231e+013	0.896682	0.00229448	2.09752e+015
42.8823	7.23757e+013	0.00588363	7.23757e+013	0.896963	0.00228182	2.09284e+015
42.8318	7.21605e+013	0.00585004	7.21605e+013	0.897243	0.00227023	2.08908e+015
42.7814	7.19285e+013	0.00581671	7.19285e+013	0.897522	0.00225816	2.08482e+015
42.7312	7.16961e+013	0.00578365	7.16961e+013	0.8978	0.00224613	2.08052e+015
42.681	7.14468e+013	0.00575083	7.14468e+013	0.898076	0.00223363	2.07573e+015
42.631	7.12135e+013	0.00571823	7.12135e+013	0.898352	0.00222168	2.07138e+015
42.581	7.09961e+013	0.00568587	7.09961e+013	0.898626	0.00221028	2.06747e+015
42.5312	7.07783e+013	0.00565378	7.07783e+013	0.898899	0.00219892	2.06354e+015
42.4816	7.05601e+013	0.0056219	7.05601e+013	0.89917	0.0021876	2.05959e+015
42.432	7.03414e+013	0.00559027	7.03414e+013	0.899441	0.00217631	2.0556e+015
42.3825	7.01223e+013	0.00555884	7.01223e+013	0.89971	0.00216505	2.05159e+015
42.3332	6.98862e+013	0.00552768	6.98862e+013	0.899979	0.00215333	2.04707e+015
42.284	6.96828e+013	0.00549674	6.96828e+013	0.900246	0.00214265	2.04348e+015
42.2349	6.94624e+013	0.00546604	6.94624e+013	0.900511	0.00213151	2.03939e+015
42.1859	6.92581e+013	0.00543555	6.92581e+013	0.900776	0.0021209	2.03575e+015
42.137	6.90368e+013	0.00540527	6.90368e+013	0.90104	0.00210982	2.0316e+015
42.0882	6.87986e+013	0.00537523	6.87986e+013	0.901303	0.00209827	2.02694e+015
42.0396	6.86096e+013	0.0053454	6.86096e+013	0.901564	0.00208827	2.02371e+015
41.991	6.8387e+013	0.00531578	6.8387e+013	0.901824	0.0020773	2.01948e+015
41.9426	6.81806e+013	0.00528637	6.81806e+013	0.902084	0.00206685	2.01571e+015
41.8943	6.79738e+013	0.0052572	6.79738e+013	0.902342	0.00205645	2.01191e+015
41.846	6.77666e+013	0.00522824	6.77666e+013	0.902599	0.00204607	2.00809e+015
41.7979	6.7559e+013	0.00519948	6.7559e+013	0.902854	0.00203573	2.00424e+015
41.75	6.7351e+013	0.0051709	6.7351e+013	0.90311	0.00202541	2.00037e+015
41.7021	6.71425e+013	0.00514253	6.71425e+013	0.903363	0.00201512	1.99646e+015
41.6543	6.69503e+013	0.00511436	6.69503e+013	0.903616	0.00200537	1.99303e+015
41.6067	6.67578e+013	0.00508643	6.67578e+013	0.903868	0.00199565	1.98958e+015
41.5591	6.65314e+013	0.00505868	6.65314e+013	0.904118	0.00198496	1.9851e+015
41.5117	6.6338e+013	0.00503114	6.6338e+013	0.904368	0.00197529	1.98159e+015
41.4643	6.61442e+013	0.00500376	6.61442e+013	0.904617	0.00196565	1.97806e+015
41.4171	6.59333e+013	0.00497661	6.59333e+013	0.904864	0.00195555	1.974e+015
41.37	6.57387e+013	0.00494963	6.57387e+013	0.905111	0.00194597	1.97042e+015
41.323	6.55438e+013	0.00492283	6.55438e+013	0.905356	0.00193642	1.96681e+015
41.2761	6.53652e+013	0.00489624	6.53652e+013	0.905601	0.00192739	1.96368e+015
41.2293	6.51527e+013	0.00486982	6.51527e+013	0.905844	0.00191739	1.95951e+015
41.1826	6.49565e+013	0.0048436	6.49565e+013	0.906087	0.00190792	1.95583e+015
41.136	6.47769e+013	0.00481757	6.47769e+013	0.906328	0.00189897	1.95263e+015
41.0895	6.45799e+013	0.00479171	6.45799e+013	0.906569	0.00188956	1.94889e+015
41.0431	6.43995e+013	0.00476604	6.43995e+013	0.906808	0.00188066	1.94565e+015
40.9969	6.42018e+013	0.00474055	6.42018e+013	0.907047	0.0018713	1.94186e+015
40.9507	6.40206e+013	0.00471523	6.40206e+013	0.907284	0.00186245	1.93856e+015
40.9046	6.38221e+013	0.00469008	6.38221e+013	0.907521	0.00185314	1.93473e+015
40.8587	6.36402e+013	0.00466512	6.36402e+013	0.907757	0.00184434	1.93139e+015
40.8128	6.34579e+013	0.00464033	6.34579e+013	0.907991	0.00183557	1.92802e+015
40.7671	6.32582e+013	0.0046157	6.32582e+013	0.908225	0.00182633	1.92411e+015
40.7214	6.30751e+013	0.00459125	6.30751e+013	0.908458	0.00181761	1.92069e+015
40.6759	6.29087e+013	0.00456694	6.29087e+013	0.90869	0.0018094	1.91777e+015
40.6304	6.27079e+013	0.00454283	6.27079e+013	0.908921	0.00180023	1.91378e+015
40.5851	6.25407e+013	0.00451887	6.25407e+013	0.909151	0.00179207	1.91081e+015
40.5398	6.23561e+013	0.00449508	6.23561e+013	0.90938	0.00178344	1.9073e+015
40.4947	6.21883e+013	0.00447146	6.21883e+013	0.909608	0.00177532	1.90429e+015
40.4496	6.19859e+013	0.004448	6.19859e+013	0.909836	0.00176625	1.9002e+015
40.4047	6.18173e+013	0.0044247	6.18173e+013	0.910062	0.00175818	1.89714e+015
40.3598	6.16483e+013	0.00440154	6.16483e+013	0.910288	0.00175013	1.89406e+015
40.3151	6.14619e+013	0.00437856	6.14619e+013	0.910512	0.00174161	1.89043e+015
40.2704	6.12922e+013	0.00435572	6.12922e+013	0.910736	0.0017336	1.8873e+015
40.2259	6.11222e+013	0.00433305	6.11222e+013	0.910959	0.00172561	1.88415e+015
40.1815	6.09347e+013	0.00431053	6.09347e+013	0.91118	0.00171716	1.88045e+015
40.1371	6.07811e+013	0.00428813	6.07811e+013	0.911402	0.0017097	1.87778e+015
40.0928	6.05929e+013	0.00426591	6.05929e+013	0.911622	0.00170129	1.87403e+015
40.0487	6.04214e+013	0.00424383	6.04214e+013	0.911841	0.00169339	1.87079e+015
40.0046	6.02669e+013	0.00422191	6.02669e+013	0.91206	0.00168598	1.86806e+015
39.9607	6.00947e+013	0.00420011	6.00947e+013	0.912277	0.00167812	1.86477e+015
39.9168	5.99222e+013	0.00417849	5.99222e+013	0.912494	0.00167027	1.86146e+015
39.873	5.97494e+013	0.00415701	5.97494e+013	0.91271	0.00166245	1.85813e+015
39.8294	5.95935e+013	0.00413568	5.95935e+013	0.912925	0.00165513	1.85531e+015
39.7858	5.94199e+013	0.00411447	5.94199e+013	0.913139	0.00164734	1.85194e+015
39.7423	5.9246e+013	0.00409339	5.9246e+013	0.913353	0.00163957	1.84854e+015
39.6989	5.90718e+013	0.00407249	5.90718e+013	0.913565	0.00163183	1.84511e+015
39.6556	5.89145e+013	0.00405168	5.89145e+013	0.913777	0.00162458	1.84221e+015
39.6124	5.87743e+013	0.00403103	5.87743e+013	0.913988	0.00161783	1.83983e+015
39.5693	5.8599e+013	0.00401051	5.8599e+013	0.914198	0.00161013	1.83634e+015
39.5263	5.84234e+013	0.00399015	5.84234e+013	0.914407	0.00160246	1.83283e+015
39.4834	5.82648e+013	0.00396991	5.82648e+013	0.914616	0.00159529	1.82984e+015
39.4406	5.81232e+013	0.00394981	5.81232e+013	0.914824	0.0015886	1.82738e+015
39.3978	5.7964e+013	0.00392983	5.7964e+013	0.91503	0.00158146	1.82435e+015
39.3552	5.78044e+013	0.00390998	5.78044e+013	0.915237	0.00157434	1.8213e+015
39.3127	5.7627e+013	0.00389025	5.7627e+013	0.915442	0.00156675	1.81767e+015
39.2702	5.74843e+013	0.00387068	5.74843e+013	0.915646	0.00156014	1.81513e+015
39.2278	5.73062e+013	0.00385119	5.73062e+013	0.91585	0.00155259	1.81146e+015
39.1856	5.71628e+013	0.00383187	5.71628e+013	0.916053	0.00154601	1.80888e+015
39.1434	5.70015e+013	0.00381267	5.70015e+013	0.916255	0.00153897	1.80572e+015
39.1013	5.684e+013	0.00379358	5.684e+013	0.916457	0.00153194	1.80254e+015
39.0593	5.66956e+013	0.00377462	5.66956e+013	0.916658	0.00152541	1.79989e+015
39.0174	5.65509e+013	0.00375579	5.65509e+013	0.916858	0.00151889	1.79723e+015
38.9756	5.64059e+013	0.00373706	5.64059e+013	0.917057	0.00151239	1.79454e+015
38.9338	5.62431e+013	0.00371848	5.62431e+013	0.917255	0.00150543	1.79128e+015
38.8922	5.60975e+013	0.00369999	5.60975e+013	0.917453	0.00149896	1.78856e+015
38.8507	5.5934e+013	0.00368164	5.5934e+013	0.91765	0.00149203	1.78525e+015
38.8092	5.57877e+013	0.0036634	5.57877e+013	0.917846	0.00148559	1.78248e+015
38.7678	5.56235e+013	0.00364526	5.56235e+013	0.918042	0.00147869	1.77914e+015
38.7265	5.54767e+013	0.00362726	5.54767e+013	0.918236	0.00147228	1.77633e+015
38.6853	5.53649e+013	0.00360937	5.53649e+013	0.91843	0.00146682	1.77464e+015
38.6442	5.51998e+013	0.0035916	5.51998e+013	0.918624	0.00145997	1.77123e+015
38.6032	5.5052e+013	0.00357391	5.5052e+013	0.918816	0.0014536	1.76836e+015
38.5623	5.49039e+013	0.00355637	5.49039e+013	0.919008	0.00144725	1.76548e+015
38.5214	5.47555e+013	0.00353893	5.47555e+013	0.919199	0.00144091	1.76257e+015
38.4806	5.46246e+013	0.00352159	5.46246e+013	0.91939	0.00143505	1.76022e+015
38.44	5.44756e+013	0.00350438	5.44756e+013	0.919579	0.00142874	1.75728e+015
38.3994	5.43263e+013	0.00348727	5.43263e+013	0.919768	0.00142244	1.75432e+015
38.3589	5.41767e+013	0.00347027	5.41767e+013	0.919957	0.00141616	1.75133e+015
38.3185	5.40446e+013	0.00345336	5.40446e+013	0.920145	0.00141035	1.7489e+015
38.2781	5.39122e+013	0.00343655	5.39122e+013	0.920332	0.00140456	1.74646e+015
38.2379	5.37439e+013	0.00341986	5.37439e+013	0.920518	0.00139785	1.74284e+015
38.1977	5.36109e+013	0.0034033	5.36109e+013	0.920703	0.00139208	1.74035e+015
38.1576	5.34776e+013	0.00338681	5.34776e+013	0.920888	0.00138633	1.73785e+015
38.1176	5.33441e+013	0.00337044	5.33441e+013	0.921073	0.00138059	1.73533e+015
38.0777	5.32103e+013	0.00335418	5.32103e+013	0.921256	0.00137486	1.73279e+015
38.0379	5.30403e+013	0.00333799	5.30403e+013	0.921439	0.00136822	1.72907e+015
37.9981	5.29238e+013	0.00332191	5.29238e+013	0.921621	0.00136298	1.72707e+015
37.9585	5.27712e+013	0.00330594	5.27712e+013	0.921803	0.00135683	1.72389e+015
37.9189	5.26542e+013	0.00329008	5.26542e+013	0.921984	0.00135162	1.72186e+015
37.8794	5.25009e+013	0.00327429	5.25009e+013	0.922164	0.00134549	1.71864e+015
37.84	5.23834e+013	0.00325863	5.23834e+013	0.922344	0.0013403	1.71658e+015
37.8006	5.22475e+013	0.00324304	5.22475e+013	0.922523	0.00133465	1.71391e+015
37.7614	5.21114e+013	0.00322756	5.21114e+013	0.922701	0.00132902	1.71122e+015
37.7222	5.1975e+013	0.00321216	5.1975e+013	0.922879	0.0013234	1.70852e+015
37.6831	5.18384e+013	0.00319689	5.18384e+013	0.923055	0.0013178	1.70579e+015
37.6441	5.17195e+013	0.00318167	5.17195e+013	0.923232	0.00131266	1.70364e+015
37.6052	5.15822e+013	0.00316656	5.15822e+013	0.923408	0.00130708	1.70088e+015
37.5663	5.14447e+013	0.00315155	5.14447e+013	0.923583	0.00130151	1.6981e+015
37.5276	5.1325e+013	0.0031366	5.1325e+013	0.923758	0.0012964	1.6959e+015
37.4889	5.11869e+013	0.00312178	5.11869e+013	0.923931	0.00129085	1.69308e+015
37.4503	5.10667e+013	0.00310705	5.10667e+013	0.924105	0.00128577	1.69085e+015
37.4117	5.0928e+013	0.00309239	5.0928e+013	0.924277	0.00128024	1.68799e+015
37.3733	5.07891e+013	0.00307783	5.07891e+013	0.924449	0.00127473	1.68512e+015
37.3349	5.06681e+013	0.00306336	5.06681e+013	0.924621	0.00126968	1.68283e+015
37.2966	5.0565e+013	0.00304896	5.0565e+013	0.924792	0.00126509	1.68113e+015
37.2584	5.0407e+013	0.00303467	5.0407e+013	0.924962	0.00125915	1.6776e+015
37.2203	5.02852e+013	0.00302044	5.02852e+013	0.925131	0.00125413	1.67526e+015
37.1822	5.01631e+013	0.00300632	5.01631e+013	0.9253	0.00124913	1.6729e+015
37.1442	5.00408e+013	0.00299229	5.00408e+013	0.925469	0.00124413	1.67053e+015
37.1063	4.99182e+013	0.00297833	4.99182e+013	0.925636	0.00123914	1.66814e+015
37.0685	4.97954e+013	0.00296445	4.97954e+013	0.925804	0.00123416	1.66573e+015
37.0308	4.96722e+013	0.00295066	4.96722e+013	0.92597	0.00122919	1.66331e+015
36.9931	4.95305e+013	0.00293693	4.95305e+013	0.926137	0.00122378	1.66025e+015
36.9555	4.94069e+013	0.0029233	4.94069e+013	0.926302	0.00121883	1.65779e+015
36.918	4.93013e+013	0.00290976	4.93013e+013	0.926467	0.00121434	1.65593e+015
36.8805	4.91772e+013	0.0028963	4.91772e+013	0.926631	0.00120941	1.65344e+015
36.8432	4.90527e+013	0.00288289	4.90527e+013	0.926795	0.00120449	1.65093e+015
36.8059	4.89465e+013	0.00286961	4.89465e+013	0.926958	0.00120003	1.64902e+015
36.7687	4.88216e+013	0.00285636	4.88216e+013	0.927121	0.00119513	1.64648e+015
36.7315	4.86964e+013	0.00284322	4.86964e+013	0.927283	0.00119024	1.64391e+015
36.6945	4.85709e+013	0.00283014	4.85709e+013	0.927445	0.00118535	1.64134e+015
36.6575	4.84452e+013	0.00281716	4.84452e+013	0.927605	0.00118048	1.63874e+015
36.6206	4.83192e+013	0.00280422	4.83192e+013	0.927766	0.00117561	1.63613e+015
36.5837	4.823e+013	0.00279139	4.823e+013	0.927926	0.00117166	1.63475e+015
36.5469	4.81035e+013	0.00277863	4.81035e+013	0.928085	0.00116681	1.6321e+015
36.5103	4.79768e+013	0.00276595	4.79768e+013	0.928244	0.00116197	1.62944e+015
36.4736	4.78684e+013	0.00275332	4.78684e+013	0.928402	0.00115759	1.62739e+015
36.4371	4.77597e+013	0.00274078	4.77597e+013	0.92856	0.00115322	1.62532e+015
36.4006	4.76508e+013	0.00272832	4.76508e+013	0.928717	0.00114885	1.62324e+015
